Movie_ID,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
952,Minority Report,2002,A,145,Action,7.6,80,Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,508417,"13,20,72,926"
953,The Hurricane,1999,R,146,Biography,7.6,74,Norman Jewison,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Liev Schreiber,91557,"5,06,68,906"
954,American Psycho,2000,A,101,Comedy,7.6,64,Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,Bill Sage,490062,"1,50,70,285"
955,Lola rennt,1998,UA,81,Crime,7.6,77,Tom Tykwer,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,188317,"72,67,585"
956,The Thin Red Line,1998,A,170,Drama,7.6,78,Terrence Malick,Jim Caviezel,Sean Penn,Nick Nolte,Kirk Acevedo,172710,"3,64,00,491"
957,Mulan,1998,U,88,Animation,7.6,71,Tony Bancroft,Barry Cook,Ming-Na Wen,Eddie Murphy,BD Wong,256906,"12,06,20,254"
958,Fear and Loathing in Las Vegas,1998,R,118,Adventure,7.6,41,Terry Gilliam,Johnny Depp,Benicio Del Toro,Tobey Maguire,Michael Lee Gogin,259753,"1,06,80,275"
959,Funny Games,1997,A,108,Crime,7.6,69,Michael Haneke,Susanne Lothar,Ulrich MÃ¼he,Arno Frisch,Frank Giering,65058,"6,80,34,751"
960,Dark City,1998,A,100,Mystery,7.6,66,Alex Proyas,Rufus Sewell,Kiefer Sutherland,Jennifer Connelly,William Hurt,187927,"1,43,78,331"
961,Sleepers,1996,UA,147,Crime,7.6,49,Barry Levinson,Robert De Niro,Kevin Bacon,Brad Pitt,Jason Patric,186734,"4,91,00,000"
962,Lost Highway,1997,A,134,Mystery,7.6,52,David Lynch,Bill Pullman,Patricia Arquette,John Roselius,Louis Eppolito,131101,"37,96,699"
963,Sense and Sensibility,1995,U,136,Drama,7.6,84,Ang Lee,Emma Thompson,Kate Winslet,James Fleet,Tom Wilkinson,102598,"4,31,82,776"
964,Die Hard: With a Vengeance,1995,A,128,Action,7.6,58,John McTiernan,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,364420,"10,00,12,499"
965,Dead Man,1995,R,121,Adventure,7.6,62,Jim Jarmusch,Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen,90442,"10,37,847"
966,The Bridges of Madison County,1995,A,135,Drama,7.6,69,Clint Eastwood,Clint Eastwood,Meryl Streep,Annie Corley,Victor Slezak,73172,"7,15,16,617"
967,Apollo 13,2004,U,140,Adventure,7.6,77,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,269197,"17,38,37,933"
968,Trois couleurs: Blanc,1994,U,92,Comedy,7.6,88,Krzysztof Kieslowski,Zbigniew Zamachowski,Julie Delpy,Janusz Gajos,Jerzy Stuhr,64390,"14,64,625"
969,Falling Down,1993,R,113,Action,7.6,56,Joel Schumacher,Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,171640,"4,09,03,593"
970,Dazed and Confused,1993,U,102,Comedy,7.6,78,Richard Linklater,Jason London,Wiley Wiggins,Matthew McConaughey,Rory Cochrane,165465,"79,93,039"
971,My Cousin Vinny,1992,UA,120,Comedy,7.6,68,Jonathan Lynn,Joe Pesci,Marisa Tomei,Ralph Macchio,Mitchell Whitfield,107325,"5,29,29,168"
972,Omohide poro poro,1991,U,118,Animation,7.6,90,Isao Takahata,Miki Imai,ToshirÃ´ Yanagiba,Yoko Honna,Mayumi Izuka,27071,"4,53,243"
973,Delicatessen,1991,R,99,Comedy,7.6,66,Marc Caro,Jean-Pierre Jeunet,Marie-Laure Dougnac,Dominique Pinon,Pascal Benezech,80487,"17,94,187"
974,Home Alone,1990,U,103,Comedy,7.6,63,Chris Columbus,Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard,488817,"28,57,61,243"
975,The Godfather: Part III,1990,A,162,Crime,7.6,60,Francis Ford Coppola,Al Pacino,Diane Keaton,Andy Garcia,Talia Shire,359809,"6,66,66,062"
976,When Harry Met Sally...,1989,UA,95,Comedy,7.6,76,Rob Reiner,Billy Crystal,Meg Ryan,Carrie Fisher,Bruno Kirby,195663,"9,28,23,600"
977,The Little Mermaid,1989,U,83,Animation,7.6,88,Ron Clements,John Musker,Jodi Benson,Samuel E. Wright,Rene Auberjonois,237696,"11,15,43,479"
978,The Naked Gun: From the Files of Police Squad!,1988,U,85,Comedy,7.6,76,David Zucker,Leslie Nielsen,Priscilla Presley,O.J. Simpson,Ricardo Montalban,152871,"7,87,56,177"
979,"Planes, Trains & Automobiles",1987,U,93,Comedy,7.6,72,John Hughes,Steve Martin,John Candy,Laila Robins,Michael McKean,124773,"4,95,30,280"
980,Lethal Weapon,1987,A,109,Action,7.6,68,Richard Donner,Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,236894,"6,52,07,127"
981,Blood Simple,1984,A,99,Crime,7.6,82,Joel Coen,Ethan Coen,John Getz,Frances McDormand,Dan Hedaya,87745,"21,50,000"
982,On Golden Pond,1981,UA,109,Drama,7.6,68,Mark Rydell,Katharine Hepburn,Henry Fonda,Jane Fonda,Doug McKeon,27650,"11,92,85,432"
983,Mad Max 2,1981,A,96,Action,7.6,77,George Miller,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,166588,"1,24,65,371"
984,The Warriors,1979,UA,92,Action,7.6,65,Walter Hill,Michael Beck,James Remar,Dorsey Wright,Brian Tyler,93878,"2,24,90,039"
985,The Muppet Movie,1979,U,95,Adventure,7.6,74,James Frawley,Jim Henson,Frank Oz,Jerry Nelson,Richard Hunt,32802,"7,66,57,000"
986,Escape from Alcatraz,1979,A,112,Action,7.6,76,Don Siegel,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau,121731,"4,30,00,000"
987,Watership Down,1978,U,91,Animation,7.6,64,Martin Rosen,John Hubley,John Hurt,Richard Briers,Ralph Richardson,33656,"6,80,34,751"
988,Midnight Express,1978,A,121,Biography,7.6,59,Alan Parker,Brad Davis,Irene Miracle,Bo Hopkins,Paolo Bonacelli,73662,"3,50,00,000"
989,Close Encounters of the Third Kind,1977,U,138,Drama,7.6,90,Steven Spielberg,Richard Dreyfuss,FranÃ§ois Truffaut,Teri Garr,Melinda Dillon,184966,"13,20,88,635"
990,The Long Goodbye,1973,A,112,Comedy,7.6,87,Robert Altman,Elliott Gould,Nina van Pallandt,Sterling Hayden,Mark Rydell,26337,"9,59,000"
991,GiÃ¹ la testa,1971,PG,157,Drama,7.6,77,Sergio Leone,Rod Steiger,James Coburn,Romolo Valli,Maria Monti,30144,"6,96,690"
992,Kelly's Heroes,1970,GP,144,Adventure,7.6,50,Brian G. Hutton,Clint Eastwood,Telly Savalas,Don Rickles,Carroll O'Connor,45338,"13,78,435"
993,The Jungle Book,1967,U,78,Animation,7.6,65,Wolfgang Reitherman,Phil Harris,Sebastian Cabot,Louis Prima,Bruce Reitherman,166409,"14,18,43,612"
994,Blowup,1966,A,111,Drama,7.6,82,Michelangelo Antonioni,David Hemmings,Vanessa Redgrave,Sarah Miles,John Castle,56513,"6,80,34,751"
995,A Hard Day's Night,1964,U,87,Comedy,7.6,96,Richard Lester,John Lennon,Paul McCartney,George Harrison,Ringo Starr,40351,"1,37,80,024"
996,Breakfast at Tiffany's,1961,A,115,Comedy,7.6,76,Blake Edwards,Audrey Hepburn,George Peppard,Patricia Neal,Buddy Ebsen,166544,"6,80,34,751"
997,Giant,1956,G,201,Drama,7.6,84,George Stevens,Elizabeth Taylor,Rock Hudson,James Dean,Carroll Baker,34075,"6,80,34,751"
998,From Here to Eternity,1953,Passed,118,Drama,7.6,85,Fred Zinnemann,Burt Lancaster,Montgomery Clift,Deborah Kerr,Donna Reed,43374,"3,05,00,000"
999,Lifeboat,1944,U,97,Drama,7.6,78,Alfred Hitchcock,Tallulah Bankhead,John Hodiak,Walter Slezak,William Bendix,26471,"6,80,34,751"
1000,The 39 Steps,1935,U,86,Crime,7.6,93,Alfred Hitchcock,Robert Donat,Madeleine Carroll,Lucie Mannheim,Godfrey Tearle,51853,"6,80,34,751"
